"CODE","NAME","CASES","CASESVARIATION","AVERAGETEMP","DAY"
"MY","Malaysia","10031","0.006219279767278564","28","20200914 21:00:00.000 -0300"
"MY","Malaysia","10052","0.00209351011863224","29","20200915 21:00:00.000 -0300"
"MY","Malaysia","10147","0.009450855551134103","27","20200916 21:00:00.000 -0300"
"MY","Malaysia","10167","0.0019710259189908348","28","20200917 21:00:00.000 -0300"
"MY","Malaysia","10219","0.005114586407003049","25","20200918 21:00:00.000 -0300"
"MY","Malaysia","42872","0.019548156956004755","26","20201109 21:00:00.000 -0300"
"MY","Malaysia","43791","0.02143590222056354","25","20201110 21:00:00.000 -0300"
"MY","Malaysia","45095","0.02977780822543445","28","20201111 21:00:00.000 -0300"
"MY","Malaysia","46209","0.02470340392504712","28","20201112 21:00:00.000 -0300"
"MY","Malaysia","47417","0.026142093531563115","27","20201113 21:00:00.000 -0300"
"MY","Malaysia","48520","0.02326169939051395","27","20201114 21:00:00.000 -0300"
"MY","Malaysia","49730","0.024938169826875516","26","20201115 21:00:00.000 -0300"
"MY","Malaysia","50390","0.013271667001809772","26","20201116 21:00:00.000 -0300"
"MY","Malaysia","51680","0.02560031752331812","27","20201117 21:00:00.000 -0300"
"MY","Malaysia","52638","0.01853715170278638","29","20201118 21:00:00.000 -0300"
"NL","Netherlands","503","0.31675392670157065","11","20200309 21:00:00.000 -0300"
"NL","Netherlands","503","0","8","20200310 21:00:00.000 -0300"
"NL","Netherlands","804","0.5984095427435387","7","20200311 21:00:00.000 -0300"
"NL","Netherlands","959","0.1927860696517413","6","20200312 21:00:00.000 -0300"
"NL","Netherlands","1135","0.1835245046923879","9","20200313 21:00:00.000 -0300"
"NL","Netherlands","1413","0.24493392070484582","11","20200314 21:00:00.000 -0300"
"NL","Netherlands","1705","0.20665251238499646","9","20200315 21:00:00.000 -0300"
"NL","Netherlands","2051","0.2029325513196481","11","20200316 21:00:00.000 -0300"
"NL","Netherlands","2460","0.19941491955143834","10","20200317 21:00:00.000 -0300"
"NL","Netherlands","2994","0.21707317073170732","7","20200318 21:00:00.000 -0300"
"NL","Netherlands","42788","0.0037769488821638867","9","20200509 21:00:00.000 -0300"
"NL","Netherlands","42984","0.004580723567355333","9","20200510 21:00:00.000 -0300"
"NL","Netherlands","43211","0.005281034803647869","10","20200511 21:00:00.000 -0300"
"NL","Netherlands","43481","0.00624840896993821","9","20200512 21:00:00.000 -0300"
"NL","Netherlands","43681","0.00459971021825625","10","20200513 21:00:00.000 -0300"
"NL","Netherlands","43870","0.004326824019596621","12","20200514 21:00:00.000 -0300"
"NL","Netherlands","43995","0.0028493275586961475","14","20200515 21:00:00.000 -0300"
"NL","Netherlands","44141","0.0033185589271508124","16","20200516 21:00:00.000 -0300"
"NL","Netherlands","44249","0.002446704877551483","17","20200517 21:00:00.000 -0300"
"NL","Netherlands","44447","0.004474677393839409","19","20200518 21:00:00.000 -0300"
"NL","Netherlands","50921","0.0015932336742722267","17","20200709 21:00:00.000 -0300"
"NL","Netherlands","51022","0.001983464582392333","17","20200710 21:00:00.000 -0300"
"NL","Netherlands","51093","0.0013915565834345968","20","20200711 21:00:00.000 -0300"
"NL","Netherlands","51146","0.0010373240952772395","16","20200712 21:00:00.000 -0300"
"NL","Netherlands","51252","0.0020724983380909553","18","20200713 21:00:00.000 -0300"
"NL","Netherlands","51351","0.0019316319363146804","17","20200714 21:00:00.000 -0300"
"NL","Netherlands","51454","0.002005803197600826","19","20200715 21:00:00.000 -0300"
"NL","Netherlands","51581","0.00246822404477786","22","20200716 21:00:00.000 -0300"
"NL","Netherlands","51725","0.0027917256354083866","19","20200717 21:00:00.000 -0300"
"NL","Netherlands","51910","0.0035766070565490574","17","20200718 21:00:00.000 -0300"
"NL","Netherlands","79781","0.016176077237584543","17","20200909 21:00:00.000 -0300"
"NL","Netherlands","81012","0.015429738910266855","16","20200910 21:00:00.000 -0300"
"NL","Netherlands","82099","0.013417765269342814","18","20200911 21:00:00.000 -0300"
"NL","Netherlands","83399","0.015834541224619057","23","20200912 21:00:00.000 -0300"
"NL","Netherlands","84778","0.01653497044329069","25","20200913 21:00:00.000 -0300"
"NL","Netherlands","86320","0.01818868102573781","23","20200914 21:00:00.000 -0300"
"NL","Netherlands","88073","0.020308155699721966","15","20200915 21:00:00.000 -0300"
"NL","Netherlands","90047","0.02241322539257207","14","20200916 21:00:00.000 -0300"
"NL","Netherlands","91934","0.02095572312236943","16","20200917 21:00:00.000 -0300"
"NL","Netherlands","93778","0.020057867600670045","16","20200918 21:00:00.000 -0300"
"NL","Netherlands","424819","0.012891858125184782","11","20201109 21:00:00.000 -0300"
"NL","Netherlands","430453","0.01326211869054821","11","20201110 21:00:00.000 -0300"
"NL","Netherlands","436544","0.014150209198216763","9","20201111 21:00:00.000 -0300"
"NL","Netherlands","442458","0.013547317108928309","12","20201112 21:00:00.000 -0300"
"NL","Netherlands","447871","0.0122339295481153","13","20201113 21:00:00.000 -0300"
"NL","Netherlands","452701","0.01078435531659786","11","20201114 21:00:00.000 -0300"
"NL","Netherlands","457003","0.009502961115614942","11","20201115 21:00:00.000 -0300"
"NL","Netherlands","461612","0.010085272963197178","11","20201116 21:00:00.000 -0300"
"NL","Netherlands","467257","0.012228884864344947","8","20201117 21:00:00.000 -0300"
"NL","Netherlands","473190","0.012697509079585752","6","20201118 21:00:00.000 -0300"
"SD","Sudan","0","0","34","20200309 21:00:00.000 -0300"
"SD","Sudan","0","0","35","20200310 21:00:00.000 -0300"
"SD","Sudan","1","0","25","20200311 21:00:00.000 -0300"
"SD","Sudan","1","0","26","20200312 21:00:00.000 -0300"
"SD","Sudan","1","0","27","20200313 21:00:00.000 -0300"
"SD","Sudan","1","0","28","20200314 21:00:00.000 -0300"
"SD","Sudan","1","0","29","20200315 21:00:00.000 -0300"
"SD","Sudan","2","1","29","20200316 21:00:00.000 -0300"
"SD","Sudan","2","0","27","20200317 21:00:00.000 -0300"
"SD","Sudan","2","0","27","20200318 21:00:00.000 -0300"
"SD","Sudan","1526","0.11794871794871795","35","20200509 21:00:00.000 -0300"
"SD","Sudan","1661","0.08846657929226737","35","20200510 21:00:00.000 -0300"
"SD","Sudan","1818","0.09452137266706803","37","20200511 21:00:00.000 -0300"
"SD","Sudan","1818","0","36","20200512 21:00:00.000 -0300"
"SD","Sudan","1964","0.08030803080308031","36","20200513 21:00:00.000 -0300"
"SD","Sudan","2289","0.16547861507128309","35","20200514 21:00:00.000 -0300"
"SD","Sudan","2289","0","32","20200515 21:00:00.000 -0300"
"SD","Sudan","2591","0.13193534294451725","28","20200516 21:00:00.000 -0300"
"SD","Sudan","2728","0.052875337707448865","31","20200517 21:00:00.000 -0300"
"SD","Sudan","2728","0","34","20200518 21:00:00.000 -0300"
"SD","Sudan","10250","0.004508036064288515","32","20200709 21:00:00.000 -0300"
"SD","Sudan","10250","0","33","20200710 21:00:00.000 -0300"
"SD","Sudan","10316","0.006439024390243902","30","20200711 21:00:00.000 -0300"
"SD","Sudan","10417","0.009790616518030244","31","20200712 21:00:00.000 -0300"
"SD","Sudan","10527","0.010559662090813094","32","20200713 21:00:00.000 -0300"
"SD","Sudan","10527","0","31","20200714 21:00:00.000 -0300"
"SD","Sudan","10527","0","30","20200715 21:00:00.000 -0300"
"SD","Sudan","10682","0.01472404293720908","29","20200716 21:00:00.000 -0300"
"SD","Sudan","10992","0.029020782624976597","29","20200717 21:00:00.000 -0300"
"SD","Sudan","10992","0","27","20200718 21:00:00.000 -0300"
"SD","Sudan","13470","0.002455905336012503","30","20200909 21:00:00.000 -0300"
"SD","Sudan","13470","0","31","20200910 21:00:00.000 -0300"
"SD","Sudan","13516","0.003414996288047513","30","20200911 21:00:00.000 -0300"
"SD","Sudan","13535","0.0014057413435927789","29","20200912 21:00:00.000 -0300"
"SD","Sudan","13535","0","30","20200913 21:00:00.000 -0300"
"SD","Sudan","13535","0","31","20200914 21:00:00.000 -0300"
"SD","Sudan","13535","0","30","20200915 21:00:00.000 -0300"
"SD","Sudan","13535","0","32","20200916 21:00:00.000 -0300"
"SD","Sudan","13535","0","33","20200917 21:00:00.000 -0300"
"SD","Sudan","13555","0.0014776505356483192","32","20200918 21:00:00.000 -0300"
"SD","Sudan","14346","0.013493465206640763","27","20201109 21:00:00.000 -0300"
"SD","Sudan","14401","0.0038338212742227797","28","20201110 21:00:00.000 -0300"
"SD","Sudan","14401","0","27","20201111 21:00:00.000 -0300"
"SD","Sudan","14401","0","27","20201112 21:00:00.000 -0300"
"SD","Sudan","14626","0.015623915005902368","26","20201113 21:00:00.000 -0300"
"SD","Sudan","14728","0.006973882127717763","26","20201114 21:00:00.000 -0300"
"SD","Sudan","15047","0.02165942422596415","27","20201115 21:00:00.000 -0300"
"SD","Sudan","15047","0","27","20201116 21:00:00.000 -0300"
"SD","Sudan","15299","0.016747524423473117","28","20201117 21:00:00.000 -0300"
"SD","Sudan","15530","0.015099026080135957","28","20201118 21:00:00.000 -0300"
"SN","Senegal","4","0","33","20200309 21:00:00.000 -0300"
"SN","Senegal","4","0","34","20200310 21:00:00.000 -0300"
"SN","Senegal","10","1.5","34","20200311 21:00:00.000 -0300"
"SN","Senegal","10","0","33","20200312 21:00:00.000 -0300"
"SN","Senegal","24","1.4","32","20200313 21:00:00.000 -0300"
"SN","Senegal","24","0","33","20200314 21:00:00.000 -0300"
"SN","Senegal","26","0.08333333333333333","32","20200315 21:00:00.000 -0300"
"SN","Senegal","31","0.19230769230769232","32","20200316 21:00:00.000 -0300"
"SN","Senegal","31","0","32","20200317 21:00:00.000 -0300"
"SN","Senegal","38","0.22580645161290322","34","20200318 21:00:00.000 -0300"
"SN","Senegal","1886","0.10356933879461673","33","20200509 21:00:00.000 -0300"
"SN","Senegal","1995","0.057794273594909865","33","20200510 21:00:00.000 -0300"
"SN","Senegal","2105","0.05513784461152882","35","20200511 21:00:00.000 -0300"
"SN","Senegal","2189","0.039904988123515436","35","20200512 21:00:00.000 -0300"
"SN","Senegal","2310","0.05527638190954774","36","20200513 21:00:00.000 -0300"
"SN","Senegal","2429","0.051515151515151514","37","20200514 21:00:00.000 -0300"
"SN","Senegal","2480","0.02099629477151091","35","20200515 21:00:00.000 -0300"
"SN","Senegal","2544","0.025806451612903226","35","20200516 21:00:00.000 -0300"
"SN","Senegal","2617","0.02869496855345912","34","20200517 21:00:00.000 -0300"
"SN","Senegal","2714","0.037065341994650364","35","20200518 21:00:00.000 -0300"
"SN","Senegal","8014","0.016747018523217458","28","20200709 21:00:00.000 -0300"
"SN","Senegal","8135","0.01509857748939356","26","20200710 21:00:00.000 -0300"
"SN","Senegal","8198","0.007744314689612784","30","20200711 21:00:00.000 -0300"
"SN","Senegal","8243","0.005489143693583801","26","20200712 21:00:00.000 -0300"
"SN","Senegal","8369","0.015285696954992115","30","20200713 21:00:00.000 -0300"
"SN","Senegal","8481","0.01338272195005377","29","20200714 21:00:00.000 -0300"
"SN","Senegal","8544","0.007428369296073576","24","20200715 21:00:00.000 -0300"
"SN","Senegal","8669","0.014630149812734082","28","20200716 21:00:00.000 -0300"
"SN","Senegal","8810","0.016264851770677127","28","20200717 21:00:00.000 -0300"
"SN","Senegal","8948","0.015664018161180477","24","20200718 21:00:00.000 -0300"
"SN","Senegal","14193","0.00303886925795053","28","20200909 21:00:00.000 -0300"
"SN","Senegal","14237","0.003100119777355034","24","20200910 21:00:00.000 -0300"
"SN","Senegal","14280","0.0030202992203413642","25","20200911 21:00:00.000 -0300"
"SN","Senegal","14306","0.0018207282913165266","30","20200912 21:00:00.000 -0300"
"SN","Senegal","14529","0.015587865231371453","30","20200913 21:00:00.000 -0300"
"SN","Senegal","14568","0.0026842865992153624","28","20200914 21:00:00.000 -0300"
"SN","Senegal","14618","0.0034321801208127404","27","20200915 21:00:00.000 -0300"
"SN","Senegal","14645","0.0018470378984813244","25","20200916 21:00:00.000 -0300"
"SN","Senegal","14688","0.0029361556845339705","25","20200917 21:00:00.000 -0300"
"SN","Senegal","14714","0.001770152505446623","28","20200918 21:00:00.000 -0300"
"SN","Senegal","15735","0.0009541984732824427","32","20201109 21:00:00.000 -0300"
"SN","Senegal","15744","0.0005719733079122975","33","20201110 21:00:00.000 -0300"
"SN","Senegal","15755","0.0006986788617886179","32","20201111 21:00:00.000 -0300"
"SN","Senegal","15779","0.0015233259282767374","32","20201112 21:00:00.000 -0300"
"SN","Senegal","15793","0.0008872552126243742","31","20201113 21:00:00.000 -0300"
"SN","Senegal","15801","0.0005065535363768758","32","20201114 21:00:00.000 -0300"
"SN","Senegal","15806","0.0003164356686285678","32","20201115 21:00:00.000 -0300"
"SN","Senegal","15823","0.001075540933822599","33","20201116 21:00:00.000 -0300"
"SN","Senegal","15835","0.0007583896859002717","31","20201117 21:00:00.000 -0300"
"SN","Senegal","15848","0.0008209662140827281","31","20201118 21:00:00.000 -0300"
"UY","Uruguay","0","0","29","20200309 21:00:00.000 -0300"
"UY","Uruguay","0","0","31","20200310 21:00:00.000 -0300"
"UY","Uruguay","4","0","33","20200311 21:00:00.000 -0300"
"UY","Uruguay","6","0.5","33","20200312 21:00:00.000 -0300"
"UY","Uruguay","8","0.3333333333333333","22","20200313 21:00:00.000 -0300"
"UY","Uruguay","29","2.625","20","20200314 21:00:00.000 -0300"
"UY","Uruguay","50","0.7241379310344828","23","20200315 21:00:00.000 -0300"
"UY","Uruguay","79","0.58","22","20200316 21:00:00.000 -0300"
"UY","Uruguay","94","0.189873417721519","23","20200317 21:00:00.000 -0300"
"UY","Uruguay","110","0.1702127659574468","21","20200318 21:00:00.000 -0300"
"UY","Uruguay","711","0.005657708628005658","20","20200509 21:00:00.000 -0300"
"UY","Uruguay","717","0.008438818565400843","14","20200510 21:00:00.000 -0300"
"UY","Uruguay","719","0.002789400278940028","13","20200511 21:00:00.000 -0300"
"UY","Uruguay","724","0.006954102920723227","11","20200512 21:00:00.000 -0300"
"UY","Uruguay","732","0.011049723756906077","13","20200513 21:00:00.000 -0300"
"UY","Uruguay","733","0.001366120218579235","15","20200514 21:00:00.000 -0300"
"UY","Uruguay","734","0.001364256480218281","17","20200515 21:00:00.000 -0300"
"UY","Uruguay","737","0.004087193460490463","19","20200516 21:00:00.000 -0300"
"UY","Uruguay","738","0.0013568521031207597","20","20200517 21:00:00.000 -0300"
"UY","Uruguay","746","0.01084010840108401","21","20200518 21:00:00.000 -0300"
"UY","Uruguay","986","0.0010152284263959391","11","20200709 21:00:00.000 -0300"
"UY","Uruguay","987","0.0010141987829614604","11","20200710 21:00:00.000 -0300"
"UY","Uruguay","989","0.002026342451874367","9","20200711 21:00:00.000 -0300"
"UY","Uruguay","997","0.008088978766430738","6","20200712 21:00:00.000 -0300"
"UY","Uruguay","1009","0.012036108324974924","7","20200713 21:00:00.000 -0300"
"UY","Uruguay","1026","0.01684836471754212","7","20200714 21:00:00.000 -0300"
"UY","Uruguay","1037","0.010721247563352826","12","20200715 21:00:00.000 -0300"
"UY","Uruguay","1044","0.006750241080038573","20","20200716 21:00:00.000 -0300"
"UY","Uruguay","1054","0.009578544061302681","22","20200717 21:00:00.000 -0300"
"UY","Uruguay","1064","0.009487666034155597","21","20200718 21:00:00.000 -0300"
"UY","Uruguay","1773","0.007959067652075043","17","20200909 21:00:00.000 -0300"
"UY","Uruguay","1780","0.003948110547095319","12","20200910 21:00:00.000 -0300"
"UY","Uruguay","1808","0.015730337078651686","15","20200911 21:00:00.000 -0300"
"UY","Uruguay","1812","0.0022123893805309734","12","20200912 21:00:00.000 -0300"
"UY","Uruguay","1827","0.008278145695364239","12","20200913 21:00:00.000 -0300"
"UY","Uruguay","1856","0.015873015873015872","15","20200914 21:00:00.000 -0300"
"UY","Uruguay","1876","0.010775862068965518","17","20200915 21:00:00.000 -0300"
"UY","Uruguay","1890","0.007462686567164179","18","20200916 21:00:00.000 -0300"
"UY","Uruguay","1904","0.007407407407407408","13","20200917 21:00:00.000 -0300"
"UY","Uruguay","1917","0.006827731092436975","11","20200918 21:00:00.000 -0300"
"UY","Uruguay","3700","0.022099447513812154","19","20201109 21:00:00.000 -0300"
"UY","Uruguay","3795","0.025675675675675677","19","20201110 21:00:00.000 -0300"
"UY","Uruguay","3883","0.02318840579710145","20","20201111 21:00:00.000 -0300"
"UY","Uruguay","3957","0.019057429822302345","24","20201112 21:00:00.000 -0300"
"UY","Uruguay","4030","0.018448319433914583","24","20201113 21:00:00.000 -0300"
"UY","Uruguay","4104","0.01836228287841191","20","20201114 21:00:00.000 -0300"
"UY","Uruguay","4208","0.025341130604288498","18","20201115 21:00:00.000 -0300"
"UY","Uruguay","4296","0.02091254752851711","20","20201116 21:00:00.000 -0300"
"UY","Uruguay","4377","0.018854748603351956","18","20201117 21:00:00.000 -0300"
"UY","Uruguay","4477","0.022846698652044778","18","20201118 21:00:00.000 -0300"
